replicate	UMAP_dim	cluster_num	tot_withinss	silhouette	gap_stat
13	2	2	474.8483296494971	0.7366269841816346	0.22035266263420716
13	2	3	229.1851468913423	0.6257446394132683	0.32189354559379524
13	2	4	180.98188682681774	0.5333627618235267	0.30930539423857084
13	2	5	144.17681402362234	0.5138439203604342	0.3099123717478358
13	2	6	118.03802715885324	0.5122805731367789	0.2518968562696382
13	2	7	100.28060104730338	0.41216256538927054	0.3389224468036285
13	2	8	83.57725033164144	0.4131238003528969	0.18790472349303666
13	2	9	73.92760387304735	0.41074023895024114	0.3216081135081206
13	2	10	63.23341298467122	0.41995531584911583	0.34594166597661147
13	3	1	2202.3233308853196	NA	-0.07396773032863102
13	3	2	457.4334975813715	0.6764913322907442	0.1892179646882104
13	3	3	202.1096335705696	0.625183790150044	0.3805089685328502
13	3	4	165.44456756044482	0.5402006715372963	0.3559267933153114
13	3	5	138.5493383893953	0.44670262138187367	0.3940138726725797
13	3	6	111.76518770132114	0.497798888705867	0.38100596076481485
13	3	7	92.78017683006007	0.5125712800004193	0.48157560671993016
13	3	8	82.13576583428141	0.36178718172997554	0.45195991238149924
13	3	9	75.77289125175375	0.3572727080272203	0.3669755716699341
13	3	10	66.41052008336122	0.3689346688787158	0.3274632724951969
13	4	1	2075.3288313068037	NA	-0.0878701081399198
13	4	2	367.94429798183603	0.7115915782953686	0.2308324521457612
13	4	3	197.41145381994545	0.5912182923940715	0.3304597213477338
13	4	4	154.003252175478	0.49278156069301304	0.3320409829692146
13	4	5	128.01149608613247	0.5079445623255897	0.37105608353585495
13	4	6	105.18581830703016	0.42676078573038123	0.2649981981526315
13	4	7	87.49454870875535	0.4500057109947644	0.32789187022649724
13	4	8	80.11860387850889	0.34056492348288814	0.4672444796413413
13	4	9	71.63546592922856	0.34095017225442914	0.33347933161690024
13	4	10	64.47819387027117	0.3399656299149516	0.4683806394129588
14	2	1	2393.565479811822	NA	-0.06519084905221462
14	2	2	566.548762340185	0.6639573981357335	0.1382783611276457
14	2	3	224.99653185471732	0.6362371975016244	0.34074030329278937
14	2	4	177.14921801594045	0.5672483917822324	0.3223584062962983
14	2	5	141.221986689788	0.4564517131337445	0.34088430877602693
14	2	6	118.53337789965651	0.4057209191364116	0.3068258038439229
14	2	7	100.02731916006006	0.40959506220572145	0.2571057314919547
14	2	8	85.41737072250008	0.4146345310972188	0.3527103850617763
14	2	9	69.87671967239255	0.4329960964525141	0.28265772063011996
14	2	10	59.229283393506016	0.43901149830985375	0.28855718911677686
14	3	1	1936.6635306603025	NA	-0.041883271280260814
14	3	2	377.70698540386746	0.6924739539916805	0.20045390569620736
14	3	3	210.70424668471165	0.5756363592046106	0.2641773050326659
14	3	4	171.44528549901247	0.49141277309975945	0.2361114024864186
14	3	5	136.7812649789618	0.4946320458223623	0.2043874266014143
14	3	6	111.9807025208692	0.45091415908874366	0.3145248504955407
14	3	7	95.764038439903	0.45425201861865067	0.3352779912418553
14	3	8	83.85774462530766	0.47256008886357764	0.23951199905073706
14	3	9	73.58640222610684	0.36733545072253954	0.3182424012280092
14	3	10	66.43350103016847	0.3660032571176443	0.29053751230371816
14	4	1	1340.8190537539692	NA	-0.02380992298429696
14	4	2	345.78460604654333	0.6292003378079671	0.2063195490173939
14	4	3	183.27708340971645	0.5544600292501426	0.35707380905073904
14	4	4	146.34773660855967	0.48452929778575815	0.3535288396269518
14	4	5	125.75008262379174	0.43597442849235196	0.3715849379370533
14	4	6	105.4849960221404	0.4469808519130366	0.3778706908638485
14	4	7	89.74095638364867	0.45435280791891347	0.3552343997574918
14	4	8	81.0915701329237	0.33530590549490213	0.38086590995283887
14	4	9	73.53251447555887	0.3397630816903622	0.34718682651948507
14	4	10	68.06933856221043	0.33751448548649127	0.3640943227223481
15	2	1	1972.4132353155594	NA	0.0365933447904041
15	2	2	502.6747817176541	0.6415941949337011	0.2422679080913861
15	2	3	234.0720107455447	0.6046199881022118	0.36276011089629545
15	2	4	178.04911600848965	0.5152503092873864	0.3867086169792273
15	2	5	136.35210933743548	0.485684224740074	0.33525900149074594
15	2	6	106.02028227739845	0.5049457002838701	0.31227546356657143
15	2	7	86.68730622078138	0.41166104917491547	0.3613026545398843
15	2	8	75.46297611470011	0.41317984026986326	0.3198897560521434
